HAID,FID,HID,NR,ZEIT_ANKUFT,ZEIT_ABFAHRT
1019001013013,1019001013,10303,13,11:15:04,11:15:34
1019001013014,1019001013,10229,14,11:16:10,11:16:40
1019001013015,1019001013,10209,15,11:17:31,11:18:01
1019001013016,1019001013,10152,16,11:19:22,11:19:52
1019001013017,1019001013,10291,17,11:20:45,11:21:15
1019001013018,1019001013,10198,18,11:21:59,11:22:29
1019001013019,1019001013,10277,19,11:23:37,11:24:07
1019001013020,1019001013,10203,20,11:25:00,11:25:30
1019001013021,1019001013,10213,21,11:26:32,11:27:02
1019001013022,1019001013,10268,22,11:28:00,11:28:30
1019001013023,1019001013,10266,23,11:29:38,11:30:08
1019001013024,1019001013,10244,24,11:31:31,
1019001014001,1019001014,10170,1,,11:05:00
1019001014002,1019001014,10295,2,11:05:48,11:06:18
1019001014003,1019001014,10219,3,11:07:20,11:07:50
1019001014004,1019001014,10243,4,11:08:39,11:09:09
1019001014005,1019001014,10278,5,11:10:00,11:10:30
1019001014006,1019001014,10222,6,11:11:37,11:12:07
1019001014007,1019001014,10260,7,11:12:46,11:13:16
1019001014008,1019001014,10216,8,11:13:57,11:14:27
1019001014009,1019001014,10246,9,11:15:19,11:15:49
1019001014010,1019001014,10264,10,11:16:30,11:17:00
1019001014011,1019001014,10320,11,11:17:54,11:18:24
1019001014012,1019001014,10187,12,11:18:53,11:19:23
1019001014013,1019001014,10303,13,11:20:04,11:20:34
1019001014014,1019001014,10229,14,11:21:10,11:21:40
1019001014015,1019001014,10209,15,11:22:31,11:23:01
1019001014016,1019001014,10152,16,11:24:22,11:24:52
1019001014017,1019001014,10291,17,11:25:45,11:26:15
1019001014018,1019001014,10198,18,11:26:59,11:27:29
1019001014019,1019001014,10277,19,11:28:37,11:29:07
1019001014020,1019001014,10203,20,11:30:00,11:30:30
1019001014021,1019001014,10213,21,11:31:32,11:32:02
1019001014022,1019001014,10268,22,11:33:00,11:33:30
1019001014023,1019001014,10266,23,11:34:38,11:35:08
1019001014024,1019001014,10244,24,11:36:31,
1019001015001,1019001015,10170,1,,11:10:00
1019001015002,1019001015,10295,2,11:10:48,11:11:18
1019001015003,1019001015,10219,3,11:12:20,11:12:50
1019001015004,1019001015,10243,4,11:13:39,11:14:09
1019001015005,1019001015,10278,5,11:15:00,11:15:30
1019001015006,1019001015,10222,6,11:16:37,11:17:07
1019001015007,1019001015,10260,7,11:17:46,11:18:16
1019001015008,1019001015,10216,8,11:18:57,11:19:27
1019001015009,1019001015,10246,9,11:20:19,11:20:49
1019001015010,1019001015,10264,10,11:21:30,11:22:00
1019001015011,1019001015,10320,11,11:22:54,11:23:24
1019001015012,1019001015,10187,12,11:23:53,11:24:23
1019001015013,1019001015,10303,13,11:25:04,11:25:34
1019001015014,1019001015,10229,14,11:26:10,11:26:40
1019001015015,1019001015,10209,15,11:27:31,11:28:01
1019001015016,1019001015,10152,16,11:29:22,11:29:52
1019001015017,1019001015,10291,17,11:30:45,11:31:15
1019001015018,1019001015,10198,18,11:31:59,11:32:29
1019001015019,1019001015,10277,19,11:33:37,11:34:07
1019001015020,1019001015,10203,20,11:35:00,11:35:30
1019001015021,1019001015,10213,21,11:36:32,11:37:02
1019001015022,1019001015,10268,22,11:38:00,11:38:30
1019001015023,1019001015,10266,23,11:39:38,11:40:08
1019001015024,1019001015,10244,24,11:41:31,
1019001016001,1019001016,10170,1,,11:15:00
1019001016002,1019001016,10295,2,11:15:48,11:16:18
1019001016003,1019001016,10219,3,11:17:20,11:17:50
1019001016004,1019001016,10243,4,11:18:39,11:19:09
1019001016005,1019001016,10278,5,11:20:00,11:20:30
1019001016006,1019001016,10222,6,11:21:37,11:22:07
1019001016007,1019001016,10260,7,11:22:46,11:23:16
1019001016008,1019001016,10216,8,11:23:57,11:24:27
1019001016009,1019001016,10246,9,11:25:19,11:25:49
1019001016010,1019001016,10264,10,11:26:30,11:27:00
1019001016011,1019001016,10320,11,11:27:54,11:28:24
1019001016012,1019001016,10187,12,11:28:53,11:29:23
1019001016013,1019001016,10303,13,11:30:04,11:30:34
1019001016014,1019001016,10229,14,11:31:10,11:31:40
1019001016015,1019001016,10209,15,11:32:31,11:33:01
1019001016016,1019001016,10152,16,11:34:22,11:34:52
1019001016017,1019001016,10291,17,11:35:45,11:36:15
1019001016018,1019001016,10198,18,11:36:59,11:37:29
1019001016019,1019001016,10277,19,11:38:37,11:39:07
1019001016020,1019001016,10203,20,11:40:00,11:40:30
1019001016021,1019001016,10213,21,11:41:32,11:42:02
1019001016022,1019001016,10268,22,11:43:00,11:43:30
1019001016023,1019001016,10266,23,11:44:38,11:45:08
1019001016024,1019001016,10244,24,11:46:31,
1019001017001,1019001017,10170,1,,11:20:00
1019001017002,1019001017,10295,2,11:20:48,11:21:18
1019001017003,1019001017,10219,3,11:22:20,11:22:50
1019001017004,1019001017,10243,4,11:23:39,11:24:09
1019001017005,1019001017,10278,5,11:25:00,11:25:30
1019001017006,1019001017,10222,6,11:26:37,11:27:07
1019001017007,1019001017,10260,7,11:27:46,11:28:16
1019001017008,1019001017,10216,8,11:28:57,11:29:27
1019001017009,1019001017,10246,9,11:30:19,11:30:49
1019001017010,1019001017,10264,10,11:31:30,11:32:00
1019001017011,1019001017,10320,11,11:32:54,11:33:24
1019001017012,1019001017,10187,12,11:33:53,11:34:23
1019001017013,1019001017,10303,13,11:35:04,11:35:34
1019001017014,1019001017,10229,14,11:36:10,11:36:40
1019001017015,1019001017,10209,15,11:37:31,11:38:01
1019001017016,1019001017,10152,16,11:39:22,11:39:52
1019001017017,1019001017,10291,17,11:40:45,11:41:15
1019001017018,1019001017,10198,18,11:41:59,11:42:29
1019001017019,1019001017,10277,19,11:43:37,11:44:07
1019001017020,1019001017,10203,20,11:45:00,11:45:30
1019001017021,1019001017,10213,21,11:46:32,11:47:02
1019001017022,1019001017,10268,22,11:48:00,11:48:30
1019001017023,1019001017,10266,23,11:49:38,11:50:08
1019001017024,1019001017,10244,24,11:51:31,
1019001018001,1019001018,10170,1,,11:25:00
1019001018002,1019001018,10295,2,11:25:48,11:26:18
1019001018003,1019001018,10219,3,11:27:20,11:27:50
1019001018004,1019001018,10243,4,11:28:39,11:29:09
1019001018005,1019001018,10278,5,11:30:00,11:30:30
1019001018006,1019001018,10222,6,11:31:37,11:32:07
1019001018007,1019001018,10260,7,11:32:46,11:33:16
1019001018008,1019001018,10216,8,11:33:57,11:34:27
1019001018009,1019001018,10246,9,11:35:19,11:35:49
1019001018010,1019001018,10264,10,11:36:30,11:37:00
1019001018011,1019001018,10320,11,11:37:54,11:38:24
1019001018012,1019001018,10187,12,11:38:53,11:39:23
1019001018013,1019001018,10303,13,11:40:04,11:40:34
1019001018014,1019001018,10229,14,11:41:10,11:41:40
1019001018015,1019001018,10209,15,11:42:31,11:43:01
1019001018016,1019001018,10152,16,11:44:22,11:44:52
1019001018017,1019001018,10291,17,11:45:45,11:46:15
1019001018018,1019001018,10198,18,11:46:59,11:47:29
1019001018019,1019001018,10277,19,11:48:37,11:49:07
1019001018020,1019001018,10203,20,11:50:00,11:50:30
1019001018021,1019001018,10213,21,11:51:32,11:52:02
1019001018022,1019001018,10268,22,11:53:00,11:53:30
1019001018023,1019001018,10266,23,11:54:38,11:55:08
1019001018024,1019001018,10244,24,11:56:31,
1019001019001,1019001019,10170,1,,11:30:00
1019001019002,1019001019,10295,2,11:30:48,11:31:18
1019001019003,1019001019,10219,3,11:32:20,11:32:50
1019001019004,1019001019,10243,4,11:33:39,11:34:09
1019001019005,1019001019,10278,5,11:35:00,11:35:30
1019001019006,1019001019,10222,6,11:36:37,11:37:07
1019001019007,1019001019,10260,7,11:37:46,11:38:16
1019001019008,1019001019,10216,8,11:38:57,11:39:27
1019001019009,1019001019,10246,9,11:40:19,11:40:49
1019001019010,1019001019,10264,10,11:41:30,11:42:00
1019001019011,1019001019,10320,11,11:42:54,11:43:24
1019001019012,1019001019,10187,12,11:43:53,11:44:23
1019001019013,1019001019,10303,13,11:45:04,11:45:34
1019001019014,1019001019,10229,14,11:46:10,11:46:40
1019001019015,1019001019,10209,15,11:47:31,11:48:01
1019001019016,1019001019,10152,16,11:49:22,11:49:52
1019001019017,1019001019,10291,17,11:50:45,11:51:15
1019001019018,1019001019,10198,18,11:51:59,11:52:29
1019001019019,1019001019,10277,19,11:53:37,11:54:07
1019001019020,1019001019,10203,20,11:55:00,11:55:30
1019001019021,1019001019,10213,21,11:56:32,11:57:02
1019001019022,1019001019,10268,22,11:58:00,11:58:30
1019001019023,1019001019,10266,23,11:59:38,12:00:08
1019001019024,1019001019,10244,24,12:01:31,
1019001020001,1019001020,10170,1,,11:35:00
1019001020002,1019001020,10295,2,11:35:48,11:36:18
1019001020003,1019001020,10219,3,11:37:20,11:37:50
1019001020004,1019001020,10243,4,11:38:39,11:39:09
1019001020005,1019001020,10278,5,11:40:00,11:40:30
1019001020006,1019001020,10222,6,11:41:37,11:42:07
1019001020007,1019001020,10260,7,11:42:46,11:43:16
1019001020008,1019001020,10216,8,11:43:57,11:44:27
1019001020009,1019001020,10246,9,11:45:19,11:45:49
1019001020010,1019001020,10264,10,11:46:30,11:47:00
1019001020011,1019001020,10320,11,11:47:54,11:48:24
1019001020012,1019001020,10187,12,11:48:53,11:49:23
1019001020013,1019001020,10303,13,11:50:04,11:50:34
1019001020014,1019001020,10229,14,11:51:10,11:51:40
1019001020015,1019001020,10209,15,11:52:31,11:53:01
1019001020016,1019001020,10152,16,11:54:22,11:54:52
1019001020017,1019001020,10291,17,11:55:45,11:56:15
1019001020018,1019001020,10198,18,11:56:59,11:57:29
1019001020019,1019001020,10277,19,11:58:37,11:59:07
1019001020020,1019001020,10203,20,12:00:00,12:00:30
1019001020021,1019001020,10213,21,12:01:32,12:02:02
1019001020022,1019001020,10268,22,12:03:00,12:03:30
1019001020023,1019001020,10266,23,12:04:38,12:05:08
1019001020024,1019001020,10244,24,12:06:31,
1019001021001,1019001021,10170,1,,11:40:00
1019001021002,1019001021,10295,2,11:40:48,11:41:18
1019001021003,1019001021,10219,3,11:42:20,11:42:50
1019001021004,1019001021,10243,4,11:43:39,11:44:09
1019001021005,1019001021,10278,5,11:45:00,11:45:30
1019001021006,1019001021,10222,6,11:46:37,11:47:07
1019001021007,1019001021,10260,7,11:47:46,11:48:16
1019001021008,1019001021,10216,8,11:48:57,11:49:27
1019001021009,1019001021,10246,9,11:50:19,11:50:49
1019001021010,1019001021,10264,10,11:51:30,11:52:00
1019001021011,1019001021,10320,11,11:52:54,11:53:24
1019001021012,1019001021,10187,12,11:53:53,11:54:23
1019001021013,1019001021,10303,13,11:55:04,11:55:34
1019001021014,1019001021,10229,14,11:56:10,11:56:40
1019001021015,1019001021,10209,15,11:57:31,11:58:01
1019001021016,1019001021,10152,16,11:59:22,11:59:52
1019001021017,1019001021,10291,17,12:00:45,12:01:15
1019001021018,1019001021,10198,18,12:01:59,12:02:29
1019001021019,1019001021,10277,19,12:03:37,12:04:07
1019001021020,1019001021,10203,20,12:05:00,12:05:30
1019001021021,1019001021,10213,21,12:06:32,12:07:02
1019001021022,1019001021,10268,22,12:08:00,12:08:30
1019001021023,1019001021,10266,23,12:09:38,12:10:08
1019001021024,1019001021,10244,24,12:11:31,
1019001022001,1019001022,10170,1,,11:45:00
1019001022002,1019001022,10295,2,11:45:48,11:46:18
1019001022003,1019001022,10219,3,11:47:20,11:47:50
1019001022004,1019001022,10243,4,11:48:39,11:49:09
1019001022005,1019001022,10278,5,11:50:00,11:50:30
1019001022006,1019001022,10222,6,11:51:37,11:52:07
1019001022007,1019001022,10260,7,11:52:46,11:53:16
1019001022008,1019001022,10216,8,11:53:57,11:54:27
1019001022009,1019001022,10246,9,11:55:19,11:55:49
1019001022010,1019001022,10264,10,11:56:30,11:57:00
1019001022011,1019001022,10320,11,11:57:54,11:58:24
1019001022012,1019001022,10187,12,11:58:53,11:59:23
1019001022013,1019001022,10303,13,12:00:04,12:00:34
1019001022014,1019001022,10229,14,12:01:10,12:01:40
1019001022015,1019001022,10209,15,12:02:31,12:03:01
1019001022016,1019001022,10152,16,12:04:22,12:04:52
1019001022017,1019001022,10291,17,12:05:45,12:06:15
1019001022018,1019001022,10198,18,12:06:59,12:07:29
1019001022019,1019001022,10277,19,12:08:37,12:09:07
1019001022020,1019001022,10203,20,12:10:00,12:10:30
1019001022021,1019001022,10213,21,12:11:32,12:12:02
1019001022022,1019001022,10268,22,12:13:00,12:13:30
1019001022023,1019001022,10266,23,12:14:38,12:15:08
1019001022024,1019001022,10244,24,12:16:31,
1019001023001,1019001023,10170,1,,11:50:00
1019001023002,1019001023,10295,2,11:50:48,11:51:18
1019001023003,1019001023,10219,3,11:52:20,11:52:50
1019001023004,1019001023,10243,4,11:53:39,11:54:09
1019001023005,1019001023,10278,5,11:55:00,11:55:30
1019001023006,1019001023,10222,6,11:56:37,11:57:07
1019001023007,1019001023,10260,7,11:57:46,11:58:16
1019001023008,1019001023,10216,8,11:58:57,11:59:27
1019001023009,1019001023,10246,9,12:00:19,12:00:49
1019001023010,1019001023,10264,10,12:01:30,12:02:00
1019001023011,1019001023,10320,11,12:02:54,12:03:24
1019001023012,1019001023,10187,12,12:03:53,12:04:23
1019001023013,1019001023,10303,13,12:05:04,12:05:34
1019001023014,1019001023,10229,14,12:06:10,12:06:40
1019001023015,1019001023,10209,15,12:07:31,12:08:01
1019001023016,1019001023,10152,16,12:09:22,12:09:52
1019001023017,1019001023,10291,17,12:10:45,12:11:15
1019001023018,1019001023,10198,18,12:11:59,12:12:29
1019001023019,1019001023,10277,19,12:13:37,12:14:07
1019001023020,1019001023,10203,20,12:15:00,12:15:30
1019001023021,1019001023,10213,21,12:16:32,12:17:02
1019001023022,1019001023,10268,22,12:18:00,12:18:30
1019001023023,1019001023,10266,23,12:19:38,12:20:08
1019001023024,1019001023,10244,24,12:21:31,
1019001024001,1019001024,10170,1,,11:55:00
1019001024002,1019001024,10295,2,11:55:48,11:56:18
1019001024003,1019001024,10219,3,11:57:20,11:57:50
1019001024004,1019001024,10243,4,11:58:39,11:59:09
1019001024005,1019001024,10278,5,12:00:00,12:00:30
1019001024006,1019001024,10222,6,12:01:37,12:02:07
1019001024007,1019001024,10260,7,12:02:46,12:03:16
1019001024008,1019001024,10216,8,12:03:57,12:04:27
1019001024009,1019001024,10246,9,12:05:19,12:05:49
1019001024010,1019001024,10264,10,12:06:30,12:07:00
1019001024011,1019001024,10320,11,12:07:54,12:08:24
1019001024012,1019001024,10187,12,12:08:53,12:09:23
1019001024013,1019001024,10303,13,12:10:04,12:10:34
1019001024014,1019001024,10229,14,12:11:10,12:11:40
1019001024015,1019001024,10209,15,12:12:31,12:13:01
1019001024016,1019001024,10152,16,12:14:22,12:14:52
1019001024017,1019001024,10291,17,12:15:45,12:16:15
1019001024018,1019001024,10198,18,12:16:59,12:17:29
1019001024019,1019001024,10277,19,12:18:37,12:19:07
1019001024020,1019001024,10203,20,12:20:00,12:20:30
1019001024021,1019001024,10213,21,12:21:32,12:22:02
1019001024022,1019001024,10268,22,12:23:00,12:23:30
1019001024023,1019001024,10266,23,12:24:38,12:25:08
1019001024024,1019001024,10244,24,12:26:31,
1019001025001,1019001025,10170,1,,12:00:00
1019001025002,1019001025,10295,2,12:00:48,12:01:18
1019001025003,1019001025,10219,3,12:02:20,12:02:50
1019001025004,1019001025,10243,4,12:03:39,12:04:09
1019001025005,1019001025,10278,5,12:05:00,12:05:30
1019001025006,1019001025,10222,6,12:06:37,12:07:07
1019001025007,1019001025,10260,7,12:07:46,12:08:16
1019001025008,1019001025,10216,8,12:08:57,12:09:27
1019001025009,1019001025,10246,9,12:10:19,12:10:49
1019001025010,1019001025,10264,10,12:11:30,12:12:00
1019001025011,1019001025,10320,11,12:12:54,12:13:24
1019001025012,1019001025,10187,12,12:13:53,12:14:23
1019001025013,1019001025,10303,13,12:15:04,12:15:34
1019001025014,1019001025,10229,14,12:16:10,12:16:40
1019001025015,1019001025,10209,15,12:17:31,12:18:01
1019001025016,1019001025,10152,16,12:19:22,12:19:52
1019001025017,1019001025,10291,17,12:20:45,12:21:15
1019001025018,1019001025,10198,18,12:21:59,12:22:29
1019001025019,1019001025,10277,19,12:23:37,12:24:07
1019001025020,1019001025,10203,20,12:25:00,12:25:30
1019001025021,1019001025,10213,21,12:26:32,12:27:02
1019001025022,1019001025,10268,22,12:28:00,12:28:30
1019001025023,1019001025,10266,23,12:29:38,12:30:08
1019001025024,1019001025,10244,24,12:31:31,
1019002001001,1019002001,10244,1,,10:00:00
1019002001002,1019002001,10266,2,10:01:23,10:01:53
1019002001003,1019002001,10268,3,10:03:01,10:03:31
1019002001004,1019002001,10213,4,10:04:29,10:04:59
1019002001005,1019002001,10203,5,10:06:01,10:06:31
1019002001006,1019002001,10277,6,10:07:24,10:07:54
1019002001007,1019002001,10198,7,10:09:02,10:09:32
1019002001008,1019002001,10291,8,10:10:16,10:10:46
1019002001009,1019002001,10152,9,10:11:39,10:12:09
1019002001010,1019002001,10209,10,10:13:30,10:14:00
1019002001011,1019002001,10229,11,10:14:51,10:15:21
1019002001012,1019002001,10303,12,10:15:57,10:16:27
1019002001013,1019002001,10187,13,10:17:08,10:17:38
1019002001014,1019002001,10320,14,10:18:07,10:18:37
1019002001015,1019002001,10264,15,10:19:31,10:20:01
1019002001016,1019002001,10246,16,10:20:42,10:21:12
1019002001017,1019002001,10216,17,10:22:04,10:22:34
1019002001018,1019002001,10260,18,10:23:15,10:23:45
1019002001019,1019002001,10222,19,10:24:24,10:24:54
1019002001020,1019002001,10278,20,10:26:01,10:26:31
1019002001021,1019002001,10243,21,10:27:22,10:27:52
1019002001022,1019002001,10219,22,10:28:41,10:29:11
1019002001023,1019002001,10295,23,10:30:13,10:30:43
1019002001024,1019002001,10170,24,10:31:31,
1019002002001,1019002002,10244,1,,10:05:00
1019002002002,1019002002,10266,2,10:06:23,10:06:53
1019002002003,1019002002,10268,3,10:08:01,10:08:31
1019002002004,1019002002,10213,4,10:09:29,10:09:59
1019002002005,1019002002,10203,5,10:11:01,10:11:31
1019002002006,1019002002,10277,6,10:12:24,10:12:54
1019002002007,1019002002,10198,7,10:14:02,10:14:32
1019002002008,1019002002,10291,8,10:15:16,10:15:46
1019002002009,1019002002,10152,9,10:16:39,10:17:09
1019002002010,1019002002,10209,10,10:18:30,10:19:00
1019002002011,1019002002,10229,11,10:19:51,10:20:21
1019002002012,1019002002,10303,12,10:20:57,10:21:27
1019002002013,1019002002,10187,13,10:22:08,10:22:38
1019002002014,1019002002,10320,14,10:23:07,10:23:37
1019002002015,1019002002,10264,15,10:24:31,10:25:01
1019002002016,1019002002,10246,16,10:25:42,10:26:12
1019002002017,1019002002,10216,17,10:27:04,10:27:34
1019002002018,1019002002,10260,18,10:28:15,10:28:45
1019002002019,1019002002,10222,19,10:29:24,10:29:54
1019002002020,1019002002,10278,20,10:31:01,10:31:31
1019002002021,1019002002,10243,21,10:32:22,10:32:52
1019002002022,1019002002,10219,22,10:33:41,10:34:11
1019002002023,1019002002,10295,23,10:35:13,10:35:43
1019002002024,1019002002,10170,24,10:36:31,
1019002003001,1019002003,10244,1,,10:10:00
1019002003002,1019002003,10266,2,10:11:23,10:11:53
1019002003003,1019002003,10268,3,10:13:01,10:13:31
1019002003004,1019002003,10213,4,10:14:29,10:14:59
1019002003005,1019002003,10203,5,10:16:01,10:16:31
1019002003006,1019002003,10277,6,10:17:24,10:17:54
1019002003007,1019002003,10198,7,10:19:02,10:19:32
1019002003008,1019002003,10291,8,10:20:16,10:20:46
1019002003009,1019002003,10152,9,10:21:39,10:22:09
1019002003010,1019002003,10209,10,10:23:30,10:24:00
1019002003011,1019002003,10229,11,10:24:51,10:25:21
1019002003012,1019002003,10303,12,10:25:57,10:26:27
1019002003013,1019002003,10187,13,10:27:08,10:27:38
1019002003014,1019002003,10320,14,10:28:07,10:28:37
1019002003015,1019002003,10264,15,10:29:31,10:30:01
1019002003016,1019002003,10246,16,10:30:42,10:31:12
1019002003017,1019002003,10216,17,10:32:04,10:32:34
1019002003018,1019002003,10260,18,10:33:15,10:33:45
1019002003019,1019002003,10222,19,10:34:24,10:34:54
1019002003020,1019002003,10278,20,10:36:01,10:36:31
1019002003021,1019002003,10243,21,10:37:22,10:37:52
1019002003022,1019002003,10219,22,10:38:41,10:39:11
1019002003023,1019002003,10295,23,10:40:13,10:40:43
1019002003024,1019002003,10170,24,10:41:31,
1019002004001,1019002004,10244,1,,10:15:00
1019002004002,1019002004,10266,2,10:16:23,10:16:53
1019002004003,1019002004,10268,3,10:18:01,10:18:31
1019002004004,1019002004,10213,4,10:19:29,10:19:59
1019002004005,1019002004,10203,5,10:21:01,10:21:31
1019002004006,1019002004,10277,6,10:22:24,10:22:54
1019002004007,1019002004,10198,7,10:24:02,10:24:32
